customer_id,age,gender,item_purchased,category,purchase_amount_usd,color,location,size,season,review_rating,subscription_status,payment_method,shipping_type,discount_applied,previous_purchases,preferred_payment_method,frequency_of_purchases,date,year,month,age_group,purchase_frequency_days
2487,61,Male,Jeans,Clothing,23,Texas,L,Magenta,Spring,4.4,No,Credit Card,Store Pickup,No,6,Credit Card,Fortnightly,45067,2023,May,Senior,14.0
2488,57,Female,Boots,Footwear,8,Montana,L,Violet,Spring,3.0,No,PayPal,Next Day Air,No,16,PayPal,Bi-Weekly,45067,2023,May,Middle-aged,14.0
2489,56,Male,Handbag,Accessories,67,New Hampshire,XL,Charcoal,Summer,4.4,No,Credit Card,Express,No,30,PayPal,Monthly,45067,2023,May,Middle-aged,30.0
2490,66,Female,Coat,Outerwear,94,South Dakota,M,Green,Winter,3.9,No,Credit Card,Express,No,50,Venmo,Quarterly,45067,2023,May,Senior,
2491,52,Male,Blouse,Clothing,30,Montana,M,Gray,Spring,4.0,No,PayPal,Free Shipping,No,5,Cash,Every 3 Months,45067,2023,May,Middle-aged,
2492,63,Female,Handbag,Accessories,2,North Carolina,M,Magenta,Spring,2.5,No,Debit Card,Express,No,15,Bank Transfer,Monthly,45067,2023,May,Senior,30.0
2493,50,Male,Sunglasses,Accessories,80,South Dakota,S,Silver,Summer,4.1,No,Venmo,Next Day Air,No,34,Bank Transfer,Bi-Weekly,45067,2023,May,Middle-aged,14.0
2494,21,Female,Socks,Clothing,34,Maine,S,Beige,Fall,4.8,No,Cash,2-Day Shipping,No,6,Venmo,Every 3 Months,45067,2023,May,Young Adult,
2495,42,Male,Shoes,Footwear,38,Oklahoma,S,Peach,Winter,2.6,No,PayPal,Store Pickup,No,26,Debit Card,Annually,45067,2023,May,Adult,365.0
2496,40,Female,Backpack,Accessories,36,Nebraska,XL,Orange,Spring,3.1,No,Bank Transfer,Free Shipping,No,34,Credit Card,Every 3 Months,45067,2023,May,Adult,
2497,67,Male,Scarf,Accessories,75,Illinois,S,Yellow,Summer,3.2,No,Bank Transfer,Store Pickup,No,37,Credit Card,Weekly,45067,2023,May,Senior,7.0
2498,35,Female,Backpack,Accessories,61,Colorado,M,Violet,Summer,4.2,No,Bank Transfer,Standard,No,28,Bank Transfer,Annually,45067,2023,May,Adult,365.0
2499,18,Male,Coat,Outerwear,100,Massachusetts,S,Green,Fall,2.6,No,Cash,Next Day Air,No,38,Cash,Fortnightly,45067,2023,May,Young Adult,14.0
2500,52,Female,Hoodie,Clothing,54,Louisiana,L,Pink,Summer,3.1,No,Debit Card,Next Day Air,No,2,Cash,Quarterly,45067,2023,May,Middle-aged,
2501,59,Male,Gloves,Accessories,26,Massachusetts,M,Violet,Fall,2.9,No,Credit Card,Store Pickup,No,32,Cash,Bi-Weekly,45067,2023,May,Senior,14.0
2502,49,Female,Shorts,Clothing,55,West Virginia,M,Violet,Fall,4.6,No,Cash,Free Shipping,No,30,Venmo,Bi-Weekly,45067,2023,May,Middle-aged,14.0
2503,46,Male,Skirt,Clothing,90,Idaho,L,Pink,Spring,4.1,No,Cash,Standard,No,17,PayPal,Every 3 Months,45067,2023,May,Middle-aged,
2504,69,Female,Boots,Footwear,26,Ohio,M,Violet,Summer,2.5,No,PayPal,Store Pickup,No,5,Debit Card,Bi-Weekly,45067,2023,May,Senior,14.0
2505,56,Male,Shorts,Clothing,71,Rhode Island,M,Turquoise,Winter,4.0,No,Credit Card,Store Pickup,No,31,Cash,Bi-Weekly,45067,2023,May,Middle-aged,14.0
2506,27,Female,Handbag,Accessories,95,Illinois,M,Cyan,Summer,3.5,No,PayPal,Express,No,43,PayPal,Quarterly,45067,2023,May,Young Adult,
2507,57,Male,Dress,Clothing,64,New York,XL,Orange,Spring,4.4,No,Debit Card,Free Shipping,No,19,Venmo,Annually,45067,2023,May,Middle-aged,365.0
2508,58,Female,Shoes,Footwear,90,Louisiana,M,Cyan,Fall,2.9,No,PayPal,Store Pickup,No,32,Credit Card,Every 3 Months,45067,2023,May,Senior,
2509,23,Male,Sneakers,Footwear,77,California,XL,Indigo,Spring,3.1,No,Cash,2-Day Shipping,No,5,Debit Card,Bi-Weekly,45067,2023,May,Young Adult,14.0
2510,19,Female,Socks,Clothing,56,Washington,M,Black,Spring,4.4,No,PayPal,Free Shipping,No,9,Bank Transfer,Quarterly,45067,2023,May,Young Adult,
2511,40,Male,Jacket,Outerwear,10,South Dakota,L,Purple,Winter,4.4,No,Cash,Standard,No,48,Credit Card,Weekly,45067,2023,May,Adult,7.0
2512,54,Female,Backpack,Accessories,65,Idaho,M,Cyan,Summer,2.7,No,Debit Card,Store Pickup,No,1,PayPal,Quarterly,45067,2023,May,Middle-aged,
2513,50,Male,Socks,Clothing,73,North Dakota,M,Green,Summer,4.9,No,Credit Card,Free Shipping,No,20,Credit Card,Monthly,45067,2023,May,Middle-aged,30.0
2514,69,Female,Handbag,Accessories,50,Washington,L,Teal,Winter,3.5,No,Debit Card,2-Day Shipping,No,42,Cash,Annually,45067,2023,May,Senior,365.0
2515,42,Male,Hat,Accessories,19,Alaska,L,Teal,Spring,4.8,No,Debit Card,Free Shipping,No,45,PayPal,Bi-Weekly,45067,2023,May,Adult,14.0
2516,37,Female,Blouse,Clothing,25,Kansas,M,Magenta,Summer,4.2,No,Bank Transfer,2-Day Shipping,No,41,Cash,Monthly,45067,2023,May,Adult,30.0
2517,46,Male,Shorts,Clothing,61,Utah,XL,Brown,Spring,4.6,No,Bank Transfer,Standard,No,36,Debit Card,Quarterly,45067,2023,May,Middle-aged,
2518,64,Female,Shirt,Clothing,16,Wyoming,L,Orange,Spring,2.9,No,Credit Card,Standard,No,10,Venmo,Annually,45067,2023,May,Senior,365.0
2519,20,Male,Boots,Footwear,50,Maine,XL,Blue,Fall,4.0,No,PayPal,Store Pickup,No,31,Venmo,Annually,45067,2023,May,Young Adult,365.0
2520,40,Female,Jacket,Outerwear,75,Michigan,L,Magenta,Spring,4.9,No,Credit Card,Standard,No,21,Credit Card,Quarterly,45067,2023,May,Adult,
2521,64,Male,Jacket,Outerwear,60,Illinois,L,Magenta,Summer,3.1,No,Bank Transfer,Next Day Air,No,16,Cash,Every 3 Months,45067,2023,May,Senior,
2522,29,Female,Handbag,Accessories,66,Minnesota,M,Magenta,Fall,4.4,No,Debit Card,Standard,No,18,PayPal,Every 3 Months,45067,2023,May,Young Adult,
2523,20,Male,Belt,Accessories,60,Massachusetts,S,Olive,Winter,2.5,No,Cash,2-Day Shipping,No,20,Debit Card,Weekly,45067,2023,May,Young Adult,7.0
2524,43,Female,Handbag,Accessories,23,New Jersey,S,Cyan,Spring,3.4,No,Cash,Express,No,21,Bank Transfer,Annually,45067,2023,May,Adult,365.0
2525,60,Male,Coat,Outerwear,79,Kansas,M,Purple,Spring,3.7,No,Venmo,Express,No,23,Credit Card,Quarterly,45067,2023,May,Senior,
2526,39,Female,Sweater,Clothing,88,Kentucky,M,Purple,Winter,4.2,No,PayPal,Standard,No,20,PayPal,Weekly,45067,2023,May,Adult,7.0
2527,47,Male,Shorts,Clothing,51,Rhode Island,S,Peach,Spring,3.4,No,Bank Transfer,Express,No,30,PayPal,Bi-Weekly,45067,2023,May,Middle-aged,14.0
2528,19,Female,Pants,Clothing,43,Illinois,M,Gold,Fall,3.6,No,Cash,Express,No,33,Bank Transfer,Every 3 Months,45067,2023,May,Young Adult,
2529,52,Male,Jewelry,Accessories,77,Alabama,S,Peach,Fall,4.7,No,Bank Transfer,2-Day Shipping,No,31,Debit Card,Monthly,45067,2023,May,Middle-aged,30.0
2530,34,Female,Gloves,Accessories,5,Tennessee,M,Magenta,Spring,4.7,No,Cash,Next Day Air,No,48,Bank Transfer,Monthly,45067,2023,May,Adult,30.0
2531,25,Male,Skirt,Clothing,21,Massachusetts,S,Cyan,Spring,3.6,No,Debit Card,Free Shipping,No,28,Debit Card,Weekly,45067,2023,May,Young Adult,7.0
2532,43,Female,Sandals,Footwear,26,Texas,M,Violet,Summer,4.6,No,PayPal,Free Shipping,No,7,Cash,Every 3 Months,45067,2023,May,Adult,
2533,55,Male,Socks,Clothing,65,Nebraska,S,Charcoal,Summer,2.6,No,PayPal,Next Day Air,No,4,Debit Card,Weekly,45067,2023,May,Middle-aged,7.0
2534,66,Female,Jewelry,Accessories,82,Pennsylvania,S,Blue,Summer,3.1,No,Venmo,Standard,No,49,Cash,Bi-Weekly,45067,2023,May,Senior,14.0
2535,41,Male,Sunglasses,Accessories,82,Virginia,XL,Red,Fall,3.2,No,PayPal,Free Shipping,No,22,Cash,Weekly,45067,2023,May,Adult,7.0
2536,47,Female,Coat,Outerwear,33,Vermont,S,Purple,Winter,3.9,No,Bank Transfer,Express,No,39,Bank Transfer,Fortnightly,45067,2023,May,Middle-aged,14.0
2537,51,Male,Belt,Accessories,17,Oklahoma,L,Gray,Spring,4.9,No,Bank Transfer,Express,No,45,PayPal,Every 3 Months,45067,2023,May,Middle-aged,
2538,44,Female,Coat,Outerwear,29,Maine,M,Purple,Summer,4.1,No,Debit Card,2-Day Shipping,No,30,PayPal,Fortnightly,45067,2023,May,Adult,14.0
2539,18,Male,Scarf,Accessories,90,New Jersey,M,Silver,Summer,4.2,No,Venmo,Next Day Air,No,33,Credit Card,Bi-Weekly,45067,2023,May,Young Adult,14.0
2540,33,Female,Sandals,Footwear,74,Massachusetts,M,Purple,Fall,4.1,No,PayPal,Next Day Air,No,24,Cash,Bi-Weekly,45067,2023,May,Adult,14.0
2541,24,Male,Belt,Accessories,77,New Jersey,M,Charcoal,Summer,3.9,No,PayPal,Free Shipping,No,11,Debit Card,Quarterly,45067,2023,May,Young Adult,
2542,33,Female,Scarf,Accessories,36,Washington,M,Silver,Spring,2.7,No,Venmo,Next Day Air,No,13,Venmo,Every 3 Months,45067,2023,May,Adult,
2543,61,Male,Jewelry,Accessories,54,Arkansas,M,White,Winter,3.7,No,PayPal,Express,No,27,PayPal,Annually,45067,2023,May,Senior,365.0
2544,27,Female,Scarf,Accessories,80,West Virginia,L,Peach,Spring,2.7,No,Debit Card,Next Day Air,No,30,PayPal,Bi-Weekly,45067,2023,May,Young Adult,14.0
2545,46,Male,Pants,Clothing,15,Delaware,M,Red,Spring,2.5,No,Cash,Next Day Air,No,39,Venmo,Quarterly,45067,2023,May,Middle-aged,
2546,38,Female,Shoes,Footwear,22,Texas,L,Olive,Spring,3.9,No,Bank Transfer,Free Shipping,No,10,Debit Card,Annually,45067,2023,May,Adult,365.0
2547,63,Male,Boots,Footwear,90,Texas,L,Gray,Summer,3.0,No,Venmo,Express,No,4,Credit Card,Quarterly,45067,2023,May,Senior,
2548,47,Female,Jacket,Outerwear,75,Mississippi,M,Beige,Summer,3.2,No,Bank Transfer,2-Day Shipping,No,16,Cash,Weekly,45067,2023,May,Middle-aged,7.0
2549,42,Male,Backpack,Accessories,79,Texas,L,Pink,Winter,3.8,No,Credit Card,Standard,No,34,Credit Card,Monthly,45067,2023,May,Adult,30.0
2550,41,Female,Jacket,Outerwear,4,Virginia,M,Red,Fall,2.7,No,Credit Card,Standard,No,11,Debit Card,Every 3 Months,45067,2023,May,Adult,
2551,53,Male,Boots,Footwear,37,New Hampshire,XL,Peach,Fall,3.0,No,Credit Card,Store Pickup,No,30,Debit Card,Fortnightly,45067,2023,May,Middle-aged,14.0
2552,29,Female,Shoes,Footwear,76,Minnesota,M,Maroon,Winter,4.1,No,Cash,Next Day Air,No,40,Debit Card,Annually,45067,2023,May,Young Adult,365.0
2553,61,Male,Belt,Accessories,94,Maryland,XL,Purple,Spring,3.2,No,Cash,2-Day Shipping,No,13,Credit Card,Annually,45067,2023,May,Senior,365.0
2554,69,Female,Jewelry,Accessories,15,Vermont,M,Maroon,Summer,4.5,No,Cash,Store Pickup,No,28,Venmo,Every 3 Months,45067,2023,May,Senior,
2555,51,Male,Jewelry,Accessories,78,Kansas,M,Gray,Summer,4.3,No,Bank Transfer,Store Pickup,No,49,Debit Card,Bi-Weekly,45067,2023,May,Middle-aged,14.0
2556,24,Female,Pants,Clothing,4,Idaho,M,Gray,Fall,3.5,No,PayPal,Standard,No,23,Credit Card,Weekly,45067,2023,May,Young Adult,7.0
2557,24,Male,T-shirt,Clothing,69,Montana,XL,Magenta,Fall,3.1,No,PayPal,Standard,No,4,Bank Transfer,Quarterly,45067,2023,May,Young Adult,
2558,70,Female,Shorts,Clothing,86,Oklahoma,L,Cyan,Spring,3.9,No,Venmo,Standard,No,17,PayPal,Fortnightly,45067,2023,May,Senior,14.0
2559,49,Male,Hoodie,Clothing,16,California,M,Silver,Fall,2.7,No,Cash,Express,No,24,PayPal,Fortnightly,45067,2023,May,Middle-aged,14.0
2560,48,Female,Belt,Accessories,10,Mississippi,S,Green,Winter,4.0,No,Venmo,Free Shipping,No,21,Debit Card,Every 3 Months,45067,2023,May,Middle-aged,
2561,58,Male,Boots,Footwear,70,California,M,Violet,Spring,2.7,No,Debit Card,Next Day Air,No,17,Debit Card,Bi-Weekly,45067,2023,May,Senior,14.0
2562,32,Female,Hoodie,Clothing,45,New York,L,Magenta,Spring,2.7,No,Credit Card,Free Shipping,No,22,Debit Card,Quarterly,45067,2023,May,Adult,
2563,57,Male,Shorts,Clothing,99,Arizona,XL,Yellow,Spring,4.7,No,Debit Card,Standard,No,27,Cash,Fortnightly,45067,2023,May,Middle-aged,14.0
2564,69,Female,Backpack,Accessories,49,Massachusetts,XL,Gray,Winter,4.5,No,PayPal,Standard,No,1,Venmo,Every 3 Months,45067,2023,May,Senior,
2565,42,Male,Scarf,Accessories,22,Kentucky,L,Indigo,Winter,3.0,No,Debit Card,2-Day Shipping,No,27,Bank Transfer,Weekly,45067,2023,May,Adult,7.0
2566,30,Female,Socks,Clothing,18,Vermont,S,Indigo,Fall,3.6,No,Debit Card,Store Pickup,No,8,Venmo,Quarterly,45067,2023,May,Young Adult,
2567,35,Male,Handbag,Accessories,27,Missouri,S,Yellow,Fall,3.3,No,Credit Card,Standard,No,43,PayPal,Quarterly,45067,2023,May,Adult,
2568,19,Female,Sunglasses,Accessories,91,Michigan,XL,Gold,Spring,4.3,No,Venmo,Store Pickup,No,24,Cash,Fortnightly,45067,2023,May,Young Adult,14.0
2569,52,Male,T-shirt,Clothing,79,Texas,XL,Green,Winter,4.3,No,Cash,Express,No,29,PayPal,Fortnightly,45067,2023,May,Middle-aged,14.0
2570,42,Female,Dress,Clothing,13,New York,M,Charcoal,Spring,4.8,No,Debit Card,Free Shipping,No,10,Bank Transfer,Bi-Weekly,45067,2023,May,Adult,14.0
2571,36,Male,Sneakers,Footwear,54,New Mexico,XL,Olive,Spring,4.0,No,Bank Transfer,Store Pickup,No,12,PayPal,Fortnightly,45067,2023,May,Adult,14.0
2572,45,Female,Sunglasses,Accessories,74,Mississippi,L,Black,Winter,3.5,No,Credit Card,Standard,No,48,Cash,Fortnightly,45067,2023,May,Middle-aged,14.0
2573,54,Male,Blouse,Clothing,56,Washington,M,Silver,Fall,3.9,No,Debit Card,Next Day Air,No,40,Bank Transfer,Quarterly,45067,2023,May,Middle-aged,
2574,54,Female,T-shirt,Clothing,16,New Mexico,M,Red,Summer,4.4,No,Bank Transfer,Store Pickup,No,1,Bank Transfer,Annually,45067,2023,May,Middle-aged,365.0
2575,27,Male,Hat,Accessories,96,Florida,M,Brown,Summer,4.6,No,Credit Card,2-Day Shipping,No,26,Credit Card,Fortnightly,45067,2023,May,Young Adult,14.0
2576,53,Female,Shorts,Clothing,26,Minnesota,M,Silver,Fall,4.0,No,Cash,Express,No,9,PayPal,Annually,45067,2023,May,Middle-aged,365.0
2577,20,Male,Hoodie,Clothing,38,New Hampshire,M,Silver,Winter,4.2,No,PayPal,Free Shipping,No,19,Debit Card,Quarterly,45067,2023,May,Young Adult,
2578,52,Female,Socks,Clothing,57,Minnesota,L,Black,Fall,4.5,No,Debit Card,Next Day Air,No,37,Bank Transfer,Monthly,45067,2023,May,Middle-aged,30.0
2579,54,Male,Sunglasses,Accessories,68,Vermont,M,Purple,Fall,3.9,No,Bank Transfer,Free Shipping,No,3,Cash,Quarterly,45067,2023,May,Middle-aged,
2580,65,Female,Blouse,Clothing,57,Minnesota,M,Purple,Summer,3.7,No,Venmo,Express,No,40,Venmo,Weekly,45067,2023,May,Senior,7.0
2581,43,Male,Jeans,Clothing,85,Massachusetts,S,Turquoise,Summer,3.6,No,Cash,Store Pickup,No,13,Bank Transfer,Quarterly,45067,2023,May,Adult,
2582,57,Female,Dress,Clothing,46,Wyoming,M,Gold,Winter,4.7,No,Bank Transfer,Express,No,48,Credit Card,Monthly,45098,2023,Jun,Middle-aged,30.0
2583,19,Male,Dress,Clothing,99,South Dakota,S,Indigo,Fall,3.6,No,Venmo,2-Day Shipping,No,4,Venmo,Every 3 Months,45098,2023,Jun,Young Adult,
2584,69,Female,Jeans,Clothing,90,Oklahoma,M,Lavender,Fall,2.5,No,Bank Transfer,Next Day Air,No,9,Cash,Weekly,45098,2023,Jun,Senior,7.0
2585,26,Male,Socks,Clothing,52,Florida,L,Blue,Summer,2.9,No,PayPal,Store Pickup,No,26,Bank Transfer,Bi-Weekly,45098,2023,Jun,Young Adult,14.0
2586,57,Female,Sunglasses,Accessories,77,Wisconsin,L,Maroon,Fall,4.4,No,Venmo,Free Shipping,No,19,Debit Card,Weekly,45098,2023,Jun,Middle-aged,7.0
2587,20,Male,Coat,Outerwear,83,Maine,L,Yellow,Winter,4.6,No,Venmo,Express,No,1,Credit Card,Every 3 Months,45098,2023,Jun,Young Adult,
2588,55,Female,Scarf,Accessories,50,Connecticut,M,Purple,Winter,3.7,No,PayPal,Express,No,29,PayPal,Every 3 Months,45098,2023,Jun,Middle-aged,
2589,44,Male,Backpack,Accessories,21,Delaware,M,Peach,Summer,3.2,No,Venmo,Free Shipping,No,38,Venmo,Bi-Weekly,45098,2023,Jun,Adult,14.0
2590,52,Female,Pants,Clothing,35,North Dakota,M,Silver,Winter,4.9,No,Bank Transfer,2-Day Shipping,No,31,PayPal,Annually,45098,2023,Jun,Middle-aged,365.0
2591,57,Male,Gloves,Accessories,77,California,M,Turquoise,Summer,5.0,No,PayPal,Free Shipping,No,35,Venmo,Annually,45098,2023,Jun,Middle-aged,365.0
2592,40,Female,Jacket,Outerwear,17,New Mexico,S,Olive,Spring,3.3,No,Debit Card,Express,No,40,Cash,Quarterly,45098,2023,Jun,Adult,
2593,23,Male,Shorts,Clothing,14,Iowa,XL,Peach,Summer,4.4,No,Cash,Store Pickup,No,13,Venmo,Quarterly,45098,2023,Jun,Young Adult,
2594,36,Female,Pants,Clothing,55,Colorado,S,Indigo,Fall,4.7,No,Debit Card,Store Pickup,No,9,Bank Transfer,Every 3 Months,45098,2023,Jun,Adult,
2595,59,Male,Skirt,Clothing,54,Montana,L,Indigo,Fall,3.6,No,Credit Card,Free Shipping,No,25,Cash,Every 3 Months,45098,2023,Jun,Senior,
2596,29,Female,Blouse,Clothing,90,Iowa,XL,Maroon,Summer,3.2,No,Credit Card,Free Shipping,No,3,Bank Transfer,Bi-Weekly,45098,2023,Jun,Young Adult,14.0
2597,63,Male,Shirt,Clothing,51,Louisiana,L,Black,Spring,3.0,No,Venmo,Next Day Air,No,35,Credit Card,Monthly,45098,2023,Jun,Senior,30.0
2598,60,Female,Jewelry,Accessories,16,Alabama,XL,Teal,Summer,4.4,No,Bank Transfer,Store Pickup,No,13,Venmo,Bi-Weekly,45098,2023,Jun,Senior,14.0
2599,64,Male,Backpack,Accessories,1,Nevada,XL,Olive,Fall,3.3,No,Credit Card,Express,No,31,Debit Card,Annually,45098,2023,Jun,Senior,365.0
2600,63,Female,Jewelry,Accessories,1,Vermont,M,Gold,Winter,3.4,No,Credit Card,Express,No,48,Credit Card,Monthly,45098,2023,Jun,Senior,30.0
2601,21,Male,Belt,Accessories,23,New York,M,Gray,Fall,3.9,No,Debit Card,Express,No,6,Bank Transfer,Bi-Weekly,45098,2023,Jun,Young Adult,14.0
2602,61,Female,Dress,Clothing,65,Mississippi,L,Orange,Winter,2.9,No,PayPal,Store Pickup,No,43,Cash,Monthly,45098,2023,Jun,Senior,30.0
2603,65,Male,Coat,Outerwear,70,South Carolina,M,Black,Fall,2.9,No,Venmo,Free Shipping,No,1,Venmo,Quarterly,45098,2023,Jun,Senior,
2604,69,Female,Dress,Clothing,39,Washington,M,Teal,Spring,2.7,No,Debit Card,2-Day Shipping,No,8,Cash,Annually,45098,2023,Jun,Senior,365.0
2605,47,Male,Sweater,Clothing,51,Colorado,M,Beige,Spring,3.4,No,Credit Card,Store Pickup,No,6,Debit Card,Weekly,45098,2023,Jun,Middle-aged,7.0
2606,41,Female,Hoodie,Clothing,76,Nevada,M,White,Spring,3.7,No,Debit Card,2-Day Shipping,No,32,Venmo,Fortnightly,45098,2023,Jun,Adult,14.0
2607,68,Male,Shoes,Footwear,66,Nevada,L,Turquoise,Spring,4.7,No,Bank Transfer,Standard,No,46,Bank Transfer,Bi-Weekly,45098,2023,Jun,Senior,14.0
2608,41,Female,Shoes,Footwear,41,Oklahoma,XL,Teal,Spring,3.1,No,Bank Transfer,Express,No,38,PayPal,Every 3 Months,45098,2023,Jun,Adult,
2609,42,Male,Jacket,Outerwear,74,Mississippi,L,Orange,Fall,4.2,No,PayPal,2-Day Shipping,No,48,Credit Card,Fortnightly,45098,2023,Jun,Adult,14.0
2610,66,Female,Backpack,Accessories,64,Arkansas,M,Black,Summer,3.0,No,Credit Card,Store Pickup,No,18,Debit Card,Bi-Weekly,45098,2023,Jun,Senior,14.0
2611,66,Male,Jeans,Clothing,6,West Virginia,M,Violet,Spring,3.1,No,Bank Transfer,Express,No,25,Cash,Quarterly,45098,2023,Jun,Senior,
2612,33,Female,Jacket,Outerwear,91,Michigan,L,Maroon,Fall,4.2,No,Cash,2-Day Shipping,No,4,Cash,Fortnightly,45098,2023,Jun,Adult,14.0
2613,55,Male,Sunglasses,Accessories,79,Louisiana,M,Turquoise,Winter,3.8,No,Cash,Next Day Air,No,27,Venmo,Quarterly,45098,2023,Jun,Middle-aged,
2614,58,Female,Gloves,Accessories,45,South Dakota,M,Gold,Fall,2.9,No,Cash,Express,No,14,Bank Transfer,Monthly,45098,2023,Jun,Senior,30.0
2615,18,Male,Jacket,Outerwear,18,North Dakota,M,Turquoise,Spring,4.2,No,Credit Card,Express,No,36,Bank Transfer,Fortnightly,45098,2023,Jun,Young Adult,14.0
2616,49,Female,T-shirt,Clothing,55,Arizona,M,Maroon,Fall,3.1,No,Venmo,2-Day Shipping,No,6,Debit Card,Quarterly,45098,2023,Jun,Middle-aged,
2617,61,Male,Sandals,Footwear,38,Georgia,XL,Purple,Spring,3.6,No,Bank Transfer,Express,No,46,Cash,Annually,45098,2023,Jun,Senior,365.0
2618,31,Female,Shorts,Clothing,4,Idaho,S,Maroon,Spring,4.8,No,Bank Transfer,Standard,No,29,Bank Transfer,Annually,45098,2023,Jun,Young Adult,365.0
2619,70,Male,Handbag,Accessories,61,Louisiana,L,Brown,Fall,4.1,No,Credit Card,Express,No,12,Venmo,Monthly,45098,2023,Jun,Senior,30.0
2620,68,Female,Pants,Clothing,87,Connecticut,L,Indigo,Winter,3.9,No,Credit Card,Free Shipping,No,47,Credit Card,Weekly,45098,2023,Jun,Senior,7.0
2621,27,Male,Blouse,Clothing,23,Ohio,S,Lavender,Winter,3.0,No,Venmo,Standard,No,28,Debit Card,Annually,45098,2023,Jun,Young Adult,365.0
2622,48,Female,Shoes,Footwear,20,Maine,M,Beige,Winter,3.0,No,PayPal,Express,No,21,Bank Transfer,Annually,45098,2023,Jun,Middle-aged,365.0
2623,63,Male,Backpack,Accessories,20,New Hampshire,M,Yellow,Spring,4.9,No,Venmo,2-Day Shipping,No,15,Credit Card,Annually,45098,2023,Jun,Senior,365.0
2624,49,Female,Shoes,Footwear,27,Massachusetts,M,Gold,Fall,4.8,No,Cash,Next Day Air,No,38,Cash,Annually,45098,2023,Jun,Middle-aged,365.0
2625,19,Male,Dress,Clothing,58,South Dakota,M,Indigo,Summer,3.3,No,Debit Card,Standard,No,19,Credit Card,Annually,45098,2023,Jun,Young Adult,365.0
2626,30,Female,Skirt,Clothing,50,Colorado,L,Cyan,Summer,2.7,No,Bank Transfer,Standard,No,31,Credit Card,Weekly,45098,2023,Jun,Young Adult,7.0
2627,50,Male,Jacket,Outerwear,69,Rhode Island,XL,Silver,Fall,4.2,No,Bank Transfer,Express,No,30,Credit Card,Every 3 Months,45098,2023,Jun,Middle-aged,
2628,66,Female,Shirt,Clothing,64,Missouri,L,Silver,Fall,3.6,No,PayPal,Next Day Air,No,40,Bank Transfer,Quarterly,45098,2023,Jun,Senior,
2629,25,Male,Hoodie,Clothing,61,Wyoming,M,Silver,Summer,3.8,No,Venmo,Next Day Air,No,42,Credit Card,Bi-Weekly,45098,2023,Jun,Young Adult,14.0
2630,61,Female,Scarf,Accessories,12,New Hampshire,M,Peach,Winter,3.8,No,Venmo,Free Shipping,No,25,Venmo,Annually,45098,2023,Jun,Senior,365.0
2631,29,Male,Skirt,Clothing,20,Maine,S,Pink,Spring,4.2,No,Bank Transfer,Free Shipping,No,20,Cash,Quarterly,45098,2023,Jun,Young Adult,
2632,53,Female,Skirt,Clothing,20,Connecticut,S,Violet,Summer,2.7,No,PayPal,Express,No,3,Cash,Weekly,45098,2023,Jun,Middle-aged,7.0
2633,24,Male,Scarf,Accessories,87,Alaska,M,Black,Fall,5.0,No,Venmo,Next Day Air,No,14,Cash,Annually,45098,2023,Jun,Young Adult,365.0
2634,51,Female,Sunglasses,Accessories,40,Alaska,M,Purple,Fall,4.7,No,PayPal,Next Day Air,No,32,Credit Card,Fortnightly,45098,2023,Jun,Middle-aged,14.0
2635,26,Male,Sandals,Footwear,84,North Carolina,S,Black,Summer,3.2,No,Cash,Store Pickup,No,20,PayPal,Every 3 Months,45098,2023,Jun,Young Adult,
2636,59,Female,Hoodie,Clothing,32,Colorado,XL,Peach,Spring,2.9,No,PayPal,2-Day Shipping,No,34,PayPal,Fortnightly,45098,2023,Jun,Senior,14.0
2637,41,Male,Jacket,Outerwear,26,Utah,S,Magenta,Winter,4.2,No,PayPal,Store Pickup,No,6,Venmo,Annually,45098,2023,Jun,Adult,365.0
2638,20,Female,Pants,Clothing,6,Alabama,M,Magenta,Spring,3.7,No,Credit Card,Store Pickup,No,2,PayPal,Annually,45098,2023,Jun,Young Adult,365.0
2639,22,Male,Shirt,Clothing,92,Hawaii,S,Black,Spring,4.2,No,PayPal,Store Pickup,No,35,Credit Card,Annually,45098,2023,Jun,Young Adult,365.0
2640,18,Female,Blouse,Clothing,33,New Hampshire,XL,Pink,Winter,2.6,No,Debit Card,Free Shipping,No,33,Debit Card,Quarterly,45098,2023,Jun,Young Adult,
2641,30,Male,Skirt,Clothing,76,Indiana,L,Olive,Summer,4.0,No,Debit Card,Store Pickup,No,45,Venmo,Bi-Weekly,45098,2023,Jun,Young Adult,14.0
2642,25,Female,Sunglasses,Accessories,59,Vermont,XL,Olive,Winter,2.7,No,Debit Card,Next Day Air,No,20,Bank Transfer,Every 3 Months,45098,2023,Jun,Young Adult,
2643,39,Male,Belt,Accessories,72,Iowa,L,Peach,Summer,4.0,No,Debit Card,Store Pickup,No,48,Bank Transfer,Annually,45098,2023,Jun,Adult,365.0
2644,49,Female,Gloves,Accessories,25,Maryland,S,Silver,Spring,2.9,No,Credit Card,Next Day Air,No,37,Cash,Monthly,45098,2023,Jun,Middle-aged,30.0
2645,25,Male,Pants,Clothing,54,New Mexico,M,Turquoise,Spring,3.3,No,PayPal,Standard,No,4,Bank Transfer,Every 3 Months,45098,2023,Jun,Young Adult,
2646,23,Female,Scarf,Accessories,46,Louisiana,L,Olive,Spring,4.0,No,Bank Transfer,Store Pickup,No,24,Bank Transfer,Bi-Weekly,45098,2023,Jun,Young Adult,14.0
